Date,Time,Colombo,Hanwella,Glencourse,Holombuwa,Deraniyagala,Kithulagala,Norwood
,11:00:00 AM,0,0,0,1.1,0,0,1.3
,12:00:00 PM,0,0,7.3,0,0,0,0
,1:00:00 PM,0,0,0,0,4.8,0,0
,2:00:00 PM,0,0,0,0,0,0,0.8
,3:00:00 PM,0,0,0,0,0,0,0
,4:00:00 PM,0,0,0,0,0,0,0
,5:00:00 PM,0,0.5,2.5,0,3.1,0,0.5
,6:00:00 PM,0,0,0,0,0,1.5,0.5
,7:00:00 PM,0,0,0,0,0,0,0
,8:00:00 PM,0,0,0,0,0,0,0
,9:00:00 PM,0,0,0,0,0,0,0
,10:00:00 PM,0,0,0,0,0,0,0
,11:00:00 PM,0,0,0,0,0,0,0
,12:00:00 AM,0,0,0,0,0,0,0
2016.05.30,1:00:00 AM,0,0,0,0,0,0,0
,2:00:00 AM,0,0,0,0.3,0,0,0
,3:00:00 AM,0,0,0,0,0,0,0
,4:00:00 AM,4.2,0,0,0,0,0,0
,5:00:00 AM,0,0,0,0,0,0,0
,6:00:00 AM,1.6,0,0,0,0,0,0
,7:00:00 AM,0,0,0,0.6,0,0,0
,8:00:00 AM,0,1.3,0,0.3,0,0,0
,9:00:00 AM,0,0,0,0.3,1.8,0,0
,10:00:00 AM,0,0,0,0,6.4,0.3,0
,11:00:00 AM,0,0,0,0.3,0.2,4.1,0.8
,12:00:00 PM,0,0,0,0.3,0,0,0
,1:00:00 PM,0,2,0,1.1,0,0.8,0
,2:00:00 PM,0,6.7,0,0,19.2,15.4,0
,3:00:00 PM,0,0.5,0,0,3.4,3.8,4.9
,4:00:00 PM,0,0,0,0,0,0.4,4.5
,5:00:00 PM,0,0,0,0,0,0,0
,6:00:00 PM,0,0,0.8,0,0,0,0
,7:00:00 PM,0.4,4.6,12.9,1.4,2.8,0,0.5
,8:00:00 PM,0,0,0,1.7,0,6,0.3
,9:00:00 PM,0,2.2,0,1.1,0,0,5.7
,10:00:00 PM,0,0,1.1,1.7,2.4,0,1.8
,11:00:00 PM,0,0,0,0,0,0,2.1
,12:00:00 AM,0,0,0,0,0,0,2.2
2016.05.31,1:00:00 AM,0,0,0,0,0,0,1.2
,2:00:00 AM,1.9,0.5,2.1,0,0,0,0.6
,3:00:00 AM,0,1,0,0,0,0,0
,4:00:00 AM,0,9.5,2.2,0.6,14.4,4,0.9
,5:00:00 AM,0.2,1.2,0,0.3,0,5.2,0.6
,6:00:00 AM,0,0,0.3,0,0,0,0.4
,7:00:00 AM,0,0,0,0,0,0,0.3
,8:00:00 AM,0.4,0,0,0,0,0,2.1
,9:00:00 AM,0,0,1.4,0,0,0,0.4
,10:00:00 AM,0,0.7,0.3,3.1,0,0,0
,11:00:00 AM,0,0.7,1.4,0,2.2,0,0
,12:00:00 PM,0,0,0.3,2.2,0.6,16.2,1
,1:00:00 PM,0,0.3,0.3,0.6,0,2.7,2.4
,2:00:00 PM,0,0.5,1.1,0,0.9,0.7,0
,3:00:00 PM,0.4,0,0.3,0.3,0.4,0,0.6
,4:00:00 PM,0.8,0,0,2.8,0,0,0.3
,5:00:00 PM,8.4,0,2.8,0.2,3,0,0
,6:00:00 PM,0.9,0,0,0.3,4.1,3.3,0.4
,7:00:00 PM,0,0,0.3,0,0,0,1.6
,8:00:00 PM,0,0,0,0,0,0,0
,9:00:00 PM,2,0,0,0,0,0,0
,10:00:00 PM,0,0,0,0,0,0,0
,11:00:00 PM,0,0,0,0,0,0,0
,12:00:00 AM,0,0,6.5,2,0.5,0,0
